order_id,steel,diameter,length,weight,density
A20260157,GB40,28.0,6.55,59140.0,9860
A20260158,GB40,28.0,6.25,41580.0,9860
A20260159,GB40,28.0,6.25,28990.0,9860
A20260160,GB40,28.0,6.65,59140.0,9860
A20260161,GB40,28.0,6.65,120520.0,9860
A20260162,GB40,28.0,6.65,114500.0,9860
A20260163,GB40,28.0,6.65,28460.0,9860
A20260164,GB40,28.0,4.7,34352.0,9860
A20260165,GB40,28.0,6.8,34364.0,9860
A20260166,GB40,28.0,6.4,96088.0,9860
A20260167,GB40,28.0,6.4,25812.0,9860
A20260168,GB40,28.0,3.9,34948.0,9860
A20260169,GB40,28.0,4.9,30505.0,9860
A20260170,GB40,28.0,4.9,18316.0,9860
A20260171,GB40,28.0,4.9,68211.0,9860
A20260172,GB40,28.0,4.9,38945.0,9860
A20260173,GB40,28.0,10.68,22178.0,9860
A20260174,GB40,28.0,4.7,52940.0,9860
A20260175,GB40,28.0,4.95,92400.0,9860
A20260176,GB40,28.0,6.1,22360.0,9860
A20260177,GB40,28.0,6.1,142100.0,9860
A20260178,GB40,28.0,6.1,72025.0,9860
A20260179,GB40,28.0,6.1,38957.0,9860
A20260180,GB40,28.0,6.1,33793.0,9860
A20260181,GB40,28.0,6.1,125240.0,9860
A20260182,GB40,28.0,6.1,55229.0,9860
A20260183,GB40,28.0,5.018,22148.0,9860
A20260184,GB40,28.0,6.1,96331.0,9860
A20260185,GB40,28.0,6.1,51070.0,9860
A20260186,GB40,28.0,4.9,50974.0,9860
A20260187,GB40,28.0,5.0,30680.0,9860
A20260188,GB40,28.0,5.0,75700.0,9860
A20260189,GB40,28.0,5.0,51000.0,9860
A20260190,GB40,28.0,5.1,44119.0,9860
A20260191,GB40,28.0,5.2,26246.0,9860
A20260192,GB40,28.0,5.2,17578.0,9860
A20260193,GB40,28.0,6.4,22405.0,9860
A20260194,GB40,28.0,6.4,22312.0,9860
A20260195,GB40,28.0,6.4,29594.0,9860
A20260196,GB40,28.0,6.4,60386.0,9860
A20260197,GB40,28.0,6.4,48530.0,9860
A20260198,GB40,28.0,6.4,48526.0,9860
A20260199,GB40,28.0,6.4,79354.0,9860
A20260200,GB40,28.0,4.9,63534.0,9860
A20260201,GB40,28.0,4.9,71110.0,9860
A20260202,GB40,28.0,6.4,35368.0,9860
A20260203,GB40,28.0,4.9,52623.0,9860
A20260204,GB40,28.0,4.9,19960.0,9860
A20260205,GB40,28.0,4.9,34160.0,9860
A20260206,GB40,28.0,4.9,35358.0,9860
A20260207,GB40,28.0,4.9,16079.999999999998,9860
A20260208,GB40,28.0,4.9,34364.0,9860
A20260209,GB40,28.0,6.4,72190.0,9860
A20260210,GB40,28.0,7.75,73631.0,9860
A20260211,GB40,28.0,7.75,100935.0,9860
A20260212,GB40,28.0,7.75,45725.0,9860
A20260213,GB40,28.0,7.75,138900.0,9860
A20260214,GB40,28.0,7.75,138910.0,9860
A20260215,GB40,28.0,7.75,138950.0,9860
A20260216,GB40,28.0,7.75,138920.0,9860
A20260217,GB40,28.0,7.75,138890.0,9860
A20260218,GB40,28.0,4.9,34934.0,9860
A20260219,GB40,28.0,4.9,69800.0,9860
A20260220,GB40,28.0,4.9,22178.0,9860
A20260221,GB40,28.0,7.0,45434.0,9860
A20260222,GB40,28.0,5.9,27986.0,9860
A20260223,GB40,28.0,4.4,27980.0,9860
A20260224,GB40,28.0,7.0,21946.0,9860
A20260225,GB40,28.0,7.0,21964.0,9860
A20260226,GB40,28.0,5.9,51930.0,9860
A20260227,GB40,28.0,7.0,22000.0,9860
A20260228,GB40,28.0,7.0,21974.0,9860
A20260229,GB40,28.0,7.0,82020.0,9860
A20260230,GB40,28.0,7.0,40066.0,9860
A20260231,GB40,28.0,7.0,22020.0,9860
A20260232,GB40,28.0,7.0,52006.0,9860
A20260233,GB40,28.0,5.9,52074.0,9860
A20260234,GB40,28.0,5.9,21986.0,9860
A20260235,GB40,28.0,5.9,33994.0,9860
A20260236,GB40,28.0,5.9,22000.0,9860
A20260237,GB40,28.0,5.9,93540.0,9860
A20260238,GB40,28.0,8.05,73614.0,9860
A20260239,GB40,28.0,8.05,51169.0,9860
A20260240,GB40,28.0,5.9,17546.0,9860
A20260241,GB40,28.0,4.9,34720.0,9860
A20260242,GB40,28.0,4.9,30316.0,9860
A20260243,GB40,28.0,4.9,26430.0,9860
A20260244,GB40,28.0,4.9,104770.0,9860
A20260245,GB40,28.0,4.9,49660.0,9860
A20260246,GB40,28.0,4.9,41738.0,9860
A20260247,GB40,28.0,4.9,120560.0,9860
A20260248,GB40,28.0,4.9,136180.0,9860
A20260249,GB40,28.0,4.9,136240.0,9860
A20260250,GB40,28.0,4.9,89108.0,9860
A20260251,GB40,28.0,6.1,83930.0,9860
A20260252,GB40,28.0,6.1,125060.0,9860
A20260253,GB40,28.0,6.1,141600.0,9860
A20260254,GB40,28.0,6.1,125220.0,9860
A20260255,GB40,28.0,6.1,108928.0,9860
A20260256,GB40,28.0,6.1,108934.0,9860
A20260257,GB40,28.0,6.1,109024.0,9860
A20260258,GB40,28.0,5.06,26516.0,9860
A20260259,GB40,28.0,5.06,125420.0,9860
A20260260,GB40,28.0,7.24,22172.0,9860
A20260261,GB40,28.0,6.1,142080.0,9860
A20260262,GB40,28.0,6.1,142040.0,9860
A20260263,GB40,28.0,6.1,125540.0,9860
A20260264,GB40,28.0,6.1,100618.0,9860
A20260265,GB40,28.0,4.9,34722.0,9860
A20260266,GB40,28.0,4.9,125700.0,9860
A20260267,GB40,28.0,4.9,125480.0,9860
A20260268,GB40,28.0,4.9,38889.0,9860
A20260269,GB40,28.0,5.6,96671.0,9860
A20260270,GB40,28.0,5.6,141820.0,9860
A20260271,GB40,28.0,11.4,36488.0,9860
A20260272,GB40,28.0,4.9,34670.0,9860
A20260273,GB40,28.0,4.9,126060.0,9860
A20260274,GB40,28.0,8.28,17540.0,9860
A20260275,GB40,28.0,8.28,36397.0,9860
A20260276,GB40,28.0,4.9,41905.0,9860
A20260277,GB40,28.0,4.9,34852.0,9860
A20260278,GB40,28.0,4.9,79710.0,9860
A20260279,GB40,28.0,4.9,13370.0,9860
A20260280,GB40,28.0,4.9,42776.0,9860
A20260281,GB40,28.0,4.5,67054.0,9860
A20260282,GB40,28.0,4.5,48178.0,9860
A20260283,GB40,28.0,4.7,41815.0,9860
A20260284,GB40,28.0,4.9,95387.0,9860
A20260285,GB40,28.0,5.15,107440.0,9860
A20260286,GB40,28.0,4.9,46273.0,9860
A20260287,GB40,28.0,5.36,22168.0,9860
A20260288,GB40,28.0,8.23,22187.0,9860
A20260289,GB40,28.0,11.05,28267.0,9860
A20260290,GB40,28.0,8.4,22178.0,9860
A20260291,GB40,28.0,6.78,46534.0,9860
A20260292,GB40,28.0,7.96,34336.0,9860
A20260293,GB40,28.0,6.84,22168.0,9860
A20260294,GB40,28.0,9.0,46500.0,9860
A20260295,GB40,28.0,8.9,52588.0,9860
A20260296,GB40,28.0,6.4,22560.0,9860
A20260297,GB40,28.0,4.9,41605.0,9860
A20260298,GB40,28.0,4.9,34328.0,9860
A20260299,GB40,28.0,4.9,58387.0,9860
A20260300,GB40,28.0,4.9,70480.0,9860
A20260301,GB40,28.0,4.9,38952.0,9860
A20260302,GB40,28.0,4.5,143311.0,9860
A20260303,GB40,28.0,5.4,28276.0,9860
A20260304,GB40,28.0,4.9,46575.0,9860
A20260305,GB40,28.0,4.9,22192.0,9860
A20260306,GB40,28.0,4.9,46229.0,9860
A20260307,GB40,28.0,6.9,25162.0,9860
A20260308,GB40,28.0,4.9,41496.0,9860
A20260309,GB40,28.0,5.9,21960.0,9860
A20260310,GB40,28.0,5.9,33993.0,9860
A20260311,GB40,28.0,5.9,33967.0,9860
A20260312,GB40,28.0,6.9,45960.0,9860
A20260313,GB40,28.0,6.9,21986.0,9860
A20260314,GB40,28.0,7.0,27960.0,9860
A20260315,GB40,28.0,7.0,21946.0,9860
A20260316,GB40,28.0,7.0,87874.0,9860
A20260317,GB40,28.0,7.0,75666.0,9860
A20260318,GB40,28.0,7.0,81693.0,9860
A20260319,GB40,28.0,7.0,22026.0,9860
A20260320,GB40,28.0,7.0,40021.0,9860
A20260321,GB40,28.0,7.0,64033.0,9860
A20260322,GB40,28.0,7.0,21960.0,9860
A20260323,GB40,28.0,7.0,52020.0,9860
A20260324,GB40,28.0,5.9,16013.000000000002,9860
A20260325,GB40,28.0,5.9,40027.0,9860
A20260326,GB40,28.0,5.9,22010.0,9860
A20260327,GB40,28.0,5.9,40010.0,9860
A20260328,GB40,28.0,5.9,64060.0,9860
A20260329,GB40,28.0,5.9,22014.0,9860
A20260330,GB40,28.0,5.9,70040.0,9860
A20260331,GB40,28.0,5.9,28020.0,9860
A20260332,GB40,28.0,5.9,22000.0,9860
A20260333,GB40,28.0,5.9,75960.0,9860
A20260334,GB40,28.0,5.9,22026.0,9860
A20260335,GB40,28.0,5.9,34014.0,9860
A20260336,GB40,28.0,5.9,51960.0,9860
A20260337,GB40,28.0,5.9,21926.0,9860
A20260338,GB40,28.0,5.9,34014.0,9860
A20260339,GB40,28.0,4.9,22006.0,9860
A20260340,GB40,28.0,4.9,39985.0,9860
A20260341,GB40,28.0,6.4,89700.0,9860
A20260342,GB40,28.0,5.4,121580.0,9860
A20260343,GB40,28.0,5.9,27849.0,9860
A20260344,GB40,28.0,5.9,22040.0,9860
A20260345,GB40,28.0,5.9,94080.0,9860
A20260346,GB40,28.0,5.9,21920.0,9860
A20260347,GB40,28.0,5.9,27840.0,9860
A20260348,GB40,28.0,5.9,16113.0,9860
A20260349,GB40,28.0,5.9,57844.0,9860
A20260350,GB40,28.0,7.0,45690.0,9860
A20260351,GB40,28.0,6.9,22014.0,9860
A20260352,30C,45.0,6.9,39940.0,9860
A20260353,30C,45.0,5.9,40059.0,9860
A20260354,30C,45.0,4.9,52300.0,9860
A20260355,30C,45.0,4.9,25045.0,9860
A20260356,30C,45.0,4.9,45080.0,9860
A20260357,30C,45.0,4.901,105640.0,9860
A20260358,30C,45.0,4.901,53868.0,9860
A20260359,30C,45.0,7.9,22282.0,9860
A20260360,30C,45.0,4.94,21385.0,9860
A20260361,30C,45.0,4.9,36537.0,9860
A20260362,30C,45.0,4.9,129979.99999999999,9860
A20260363,30C,45.0,4.9,129860.00000000001,9860
A20260364,30C,45.0,4.9,129940.0,9860
A20260365,30C,45.0,4.9,39968.0,9860
A20260366,30C,45.0,5.97,21841.0,9860
A20260367,30C,45.0,5.97,16489.0,9860
A20260368,30C,45.0,5.9,61389.0,9860
A20260369,30C,45.0,5.7,61116.0,9860
A20260370,30C,45.0,5.22,34288.0,9860
A20260371,30C,45.0,4.9,41615.0,9860
A20260372,30C,45.0,4.901,72649.0,9860
A20260373,30C,45.0,4.901,67862.0,9860
A20260374,30C,45.0,4.901,67858.0,9860
A20260375,30C,45.0,4.901,59464.0,9860
A20260376,30C,45.0,4.901,59464.0,9860
A20260377,30C,45.0,6.4,25804.0,9860
A20260378,30C,45.0,6.4,102488.0,9860
A20260379,30C,45.0,5.0,91944.0,9860
A20260380,30C,45.0,5.0,34588.0,9860
A20260381,30C,45.0,4.6,16363.0,9860
A20260382,30C,45.0,6.35,59060.0,9860
A20260383,30C,45.0,6.35,89920.0,9860
A20260384,30C,45.0,10.9,25084.0,9860
A20260385,30C,45.0,6.54,58720.0,9860
A20260386,30C,45.0,4.9,71791.0,9860
A20260387,30C,45.0,4.901,51530.0,9860
A20260388,30C,45.0,4.901,77792.0,9860
A20260389,30C,45.0,4.901,22441.0,9860
A20260390,30C,45.0,4.9,100152.0,9860
A20260391,30C,45.0,4.9,26388.0,9860
A20260392,30C,45.0,6.4,13853.0,9860
A20260393,30C,45.0,6.4,29265.0,9860
A20260394,30C,45.0,6.4,133500.0,9860
A20260395,30C,45.0,6.4,29270.0,9860
A20260396,30C,45.0,4.9,108332.0,9860
A20260397,30C,45.0,4.9,22291.0,9860
A20260398,30C,45.0,5.995,22262.0,9860
A20260399,30C,45.0,5.33,34350.0,9860
A20260400,30C,45.0,5.33,71160.0,9860
A20260401,30C,45.0,5.08,58930.0,9860
A20260402,30C,45.0,5.08,58960.0,9860
A20260403,30C,45.0,6.1,55364.0,9860
A20260404,30C,45.0,4.9,40646.0,9860
A20260405,30C,45.0,4.9,22261.0,9860
A20260406,30C,45.0,5.3,35028.0,9860
A20260407,30C,45.0,4.901,101370.0,9860
A20260408,30C,45.0,4.901,34876.0,9860
A20260409,30C,45.0,4.75,52931.0,9860
A20260410,30C,45.0,4.525,40665.0,9860
A20260411,30C,45.0,4.78,65203.99999999999,9860
A20260412,30C,45.0,4.9,40360.0,9860
A20260413,30C,45.0,4.95,34600.0,9860
A20260414,30C,45.0,5.4,34373.0,9860
A20260415,30C,45.0,5.4,40400.0,9860
A20260416,30C,45.0,5.4,46540.0,9860
A20260417,30C,45.0,5.4,34347.0,9860
A20260418,30C,45.0,6.4,21851.0,9860
A20260419,30C,45.0,6.4,25728.0,9860
A20260420,30C,45.0,6.4,37516.0,9860
A20260421,30C,45.0,6.4,35512.0,9860
A20260422,30C,45.0,4.901,101224.0,9860
A20260423,30C,45.0,4.901,30730.0,9860
A20260424,30C,45.0,6.4,73310.0,9860
A20260425,30C,45.0,5.9,16293.0,9860
A20260426,30C,45.0,4.9,47749.0,9860
A20260427,30C,45.0,4.9,22586.0,9860
A20260428,30C,45.0,4.9,84628.0,9860
A20260429,30C,45.0,4.9,30680.0,9860
A20260430,30C,45.0,4.901,48273.0,9860
A20260431,30C,45.0,4.901,48280.0,9860
A20260432,30C,45.0,6.4,60487.0,9860
A20260433,30C,45.0,4.9,122397.0,9860
A20260434,30C,45.0,4.9,16423.0,9860
A20260435,30C,45.0,4.9,144800.0,9860
A20260436,30C,45.0,4.9,129900.0,9860
A20260437,30C,45.0,4.9,99880.0,9860
A20260438,30C,45.0,4.9,21253.0,9860
A20260439,30C,45.0,4.9,39960.0,9860
A20260440,30C,45.0,4.9,22642.0,9860
A20260441,30C,45.0,6.4,16094.000000000002,9860
A20260442,30C,45.0,4.9,45433.0,9860
A20260443,30C,45.0,4.9,49510.0,9860
A20260444,30C,45.0,4.9,49984.0,9860
A20260445,30C,45.0,4.9,44986.0,9860
A20260446,30C,45.0,4.5,29089.0,9860
A20260447,30C,45.0,8.15,64800.0,9860
A20260448,30C,45.0,7.2,22180.0,9860
A20260449,30C,45.0,7.08,52637.0,9860
A20260450,30C,45.0,4.9,118787.0,9860
A20260451,30C,45.0,4.9,100012.0,9860
A20260452,30C,45.0,4.9,40008.0,9860
A20260453,30C,45.0,4.9,130120.0,9860
A20260454,30C,45.0,4.9,85310.0,9860
A20260455,30C,45.0,4.9,32590.000000000004,9860
A20260456,30C,45.0,4.9,24852.0,9860
A20260457,30C,45.0,4.9,24852.0,9860
A20260458,30C,45.0,4.9,24852.0,9860
A20260459,30C,45.0,4.9,24852.0,9860
A20260460,30C,45.0,4.9,54542.0,9860
A20260461,30C,45.0,4.9,63327.0,9860
A20260462,30C,45.0,4.9,29590.0,9860
A20260463,30C,45.0,4.9,36663.0,9860
A20260464,30C,45.0,4.9,28740.0,9860
A20260465,30C,45.0,4.9,28740.0,9860
A20260466,30C,45.0,4.9,28740.0,9860
A20260467,30C,45.0,4.9,66220.0,9860
A20260468,30C,45.0,4.9,16425.0,9860
A20260469,30C,45.0,4.9,95400.0,9860
A20260470,30C,45.0,4.9,138130.0,9860
A20260471,30C,45.0,4.9,58784.0,9860
A20260472,30C,45.0,4.9,83176.0,9860
A20260473,30C,45.0,4.9,34580.0,9860
A20260474,30C,45.0,4.9,28435.0,9860
A20260475,30C,45.0,4.9,65305.00000000001,9860
A20260476,30C,45.0,7.4,40455.0,9860
A20260477,30C,45.0,6.6,40455.0,9860
A20260478,30C,45.0,6.3,40415.0,9860
A20260479,30C,45.0,10.9,46498.0,9860
A20260480,30C,45.0,11.0,22180.0,9860
A20260481,30C,45.0,8.97,40168.0,9860
A20260482,30C,45.0,8.97,43947.0,9860
A20260483,30C,45.0,8.1,23156.0,9860
A20260484,30C,45.0,8.78,44529.0,9860
A20260485,30C,45.0,9.34,55400.0,9860
A20260486,30C,45.0,9.34,59348.0,9860
A20260487,30C,45.0,9.34,20576.0,9860
A20260488,30C,45.0,10.0,70827.0,9860
A20260489,30C,45.0,10.06,40385.0,9860
A20260490,30C,45.0,10.06,40385.0,9860
A20260491,30C,45.0,5.3,40385.0,9860
A20260492,30C,45.0,5.3,22182.0,9860
A20260493,30C,45.0,5.2,22191.0,9860
A20260494,30C,45.0,4.9,34328.0,9860
A20260495,30C,45.0,4.9,55584.0,9860
A20260496,30C,45.0,4.9,34870.0,9860
A20260497,30C,45.0,3.8,30725.0,9860
A20260498,30C,45.0,4.6,49984.0,9860
A20260499,30C,45.0,4.9,30050.0,9860
A20260500,30C,45.0,4.9,45378.0,9860
A20260501,30C,45.0,6.0,15826.0,9860
A20260502,30C,45.0,4.9,16065.000000000002,9860
A20260503,30C,45.0,4.9,110100.0,9860
A20260504,30C,45.0,6.4,22610.0,9860
A20260505,30C,45.0,6.4,58683.0,9860
A20260506,30C,45.0,4.9,26492.0,9860
A20260507,30C,45.0,4.9,51290.0,9860
A20260508,30C,45.0,4.9,51290.0,9860
A20260509,30C,45.0,4.9,43040.0,9860
A20260510,30C,45.0,4.9,47170.0,9860
A20260511,30C,45.0,4.9,62444.0,9860
A20260512,30C,45.0,6.4,72288.0,9860
A20260513,30C,45.0,4.9,30722.0,9860
A20260514,30C,45.0,4.9,76320.0,9860
A20260515,30C,45.0,4.901,30725.0,9860
A20260516,30C,45.0,4.901,59188.0,9860
A20260517,30C,45.0,4.901,50990.0,9860
A20260518,30C,45.0,6.4,48280.0,9860
A20260519,30C,45.0,6.4,48280.0,9860
A20260520,30C,45.0,6.4,124830.0,9860
A20260521,30C,45.0,6.4,29128.0,9860
A20260522,30C,45.0,6.4,143730.0,9860
A20260523,30C,45.0,6.4,86488.0,9860
A20260524,30C,45.0,5.55,22560.0,9860
A20260525,30C,45.0,6.7,26588.0,9860
A20260526,30C,45.0,5.9,26588.0,9860
A20260527,30C,45.0,5.7,34882.0,9860
A20260528,30C,45.0,4.9,47305.0,9860
A20260529,30C,45.0,4.9,80533.0,9860
A20260530,30C,45.0,4.9,55647.0,9860
A20260531,30C,45.0,4.9,72160.0,9860
A20260532,30C,45.0,4.7,30720.0,9860
A20260533,30C,45.0,4.9,80456.0,9860
A20260534,30C,45.0,4.9,63768.0,9860
A20260535,30C,45.0,4.9,34882.0,9860
A20260536,30C,45.0,6.28,41465.0,9860
A20260537,30C,45.0,4.97,16253.0,9860
A20260538,30C,45.0,4.97,36805.0,9860
A20260539,30C,45.0,4.9,53340.0,9860
A20260540,30C,45.0,4.9,33658.0,9860
A20260541,30C,45.0,4.42,41250.0,9860
A20260542,30C,45.0,4.42,68930.0,9860
A20260543,30C,45.0,4.42,89703.0,9860
A20260544,30C,45.0,4.675,46795.0,9860
A20260545,30C,45.0,4.675,22268.0,9860
A20260546,30C,45.0,4.9,70720.0,9860
A20260547,30C,45.0,4.9,44135.0,9860
A20260548,30C,45.0,4.9,36565.0,9860
A20260549,30C,45.0,4.9,44155.0,9860
A20260550,30C,45.0,4.9,63807.0,9860
A20260551,30C,45.0,7.392,54450.0,9860
A20260552,30C,45.0,4.9,120320.0,9860
A20260553,30C,45.0,4.9,138690.0,9860
A20260554,30C,45.0,4.9,138710.0,9860
A20260555,30C,45.0,4.9,83520.0,9860
A20260556,30C,45.0,4.93,87843.0,9860
A20260557,30C,45.0,7.3,16152.000000000002,9860
A20260558,30C,45.0,7.3,25819.0,9860
A20260559,30C,45.0,7.3,22224.0,9860
A20260560,30C,45.0,10.9,22220.0,9860
A20260561,30C,45.0,10.62,22220.0,9860
A20260562,30C,45.0,10.62,28360.0,9860
A20260563,30C,45.0,10.62,28333.0,9860
A20260564,30C,45.0,10.62,28327.0,9860
A20260565,30C,45.0,10.62,25861.0,9860
A20260566,30C,45.0,6.25,58648.0,9860
A20260567,30C,45.0,5.15,22224.0,9860
A20260568,30C,45.0,5.15,28231.0,9860
A20260569,30C,45.0,5.15,28234.0,9860
A20260570,30C,45.0,4.9,41485.0,9860
A20260571,30C,45.0,4.9,35188.0,9860
A20260572,30C,45.0,4.9,50020.0,9860
A20260573,30C,45.0,4.9,110020.0,9860
A20260574,30C,45.0,4.9,50020.0,9860
A20260575,30C,45.0,4.9,20020.0,9860
A20260576,30C,45.0,4.9,25020.0,9860
A20260577,30C,45.0,4.9,45040.0,9860
A20260578,30C,45.0,4.9,34965.0,9860
A20260579,30C,45.0,6.4,16140.0,9860
A20260580,30C,45.0,4.9,34955.0,9860
A20260581,30C,45.0,4.9,25000.0,9860
A20260582,30C,45.0,4.9,24960.0,9860
A20260583,30C,45.0,4.9,54935.0,9860
A20260584,30C,45.0,4.9,49500.0,9860
A20260585,30C,45.0,7.0,33568.0,9860
A20260586,30C,45.0,7.2,25712.0,9860
A20260587,30C,45.0,4.9,109980.0,9860
A20260588,30C,45.0,4.9,41246.0,9860
A20260589,30C,45.0,4.9,22514.0,9860
A20260590,30C,45.0,4.9,84960.0,9860
A20260591,30C,45.0,4.9,35040.0,9860
A20260592,30C,45.0,4.9,75095.0,9860
A20260593,30C,45.0,4.9,47777.0,9860
A20260594,30C,45.0,4.9,22626.0,9860
A20260595,30C,45.0,4.9,28939.0,9860
A20260596,30C,45.0,4.9,29500.0,9860
A20260597,30C,45.0,4.9,39358.0,9860
A20260598,30C,45.0,4.9,29880.0,9860
A20260599,30C,45.0,4.9,44805.0,9860
A20260600,30C,45.0,4.9,30735.0,9860
A20260601,30C,45.0,4.9,22441.0,9860
A20260602,30C,45.0,4.5,29089.0,9860
A20260603,30C,45.0,4.7,29079.0,9860
A20260604,30C,45.0,4.7,29020.0,9860
A20260605,30C,45.0,4.9,29947.0,9860
A20260606,30C,45.0,4.9,24996.0,9860
A20260607,30C,45.0,5.9,79976.0,9860
A20260608,30C,45.0,5.9,65022.00000000001,9860
A20260609,30C,45.0,8.65,22150.0,9860
A20260610,30C,45.0,8.2,46450.0,9860
A20260611,30C,45.0,8.2,22300.0,9860
A20260612,30C,45.0,11.12,40750.0,9860
A20260613,30C,45.0,4.83,40555.0,9860
A20260614,30C,45.0,4.83,71110.0,9860
A20260615,30C,45.0,8.12,40407.0,9860
A20260616,30C,45.0,5.9,43168.0,9860
A20260617,30C,45.0,6.9,30722.0,9860
A20260618,30C,45.0,6.9,18294.0,9860
A20260619,30C,45.0,4.9,29020.0,9860
A20260620,30C,45.0,4.9,35026.0,9860
A20260621,30C,45.0,4.9,19974.0,9860
A20260622,30C,45.0,4.9,19986.0,9860
A20260623,30C,45.0,4.9,29984.0,9860
A20260624,30C,45.0,6.3,19910.0,9860
A20260625,30C,45.0,6.3,14965.0,9860
A20260626,30C,45.0,4.9,64905.0,9860
A20260627,30C,45.0,4.9,29940.0,9860
A20260628,30C,45.0,4.9,69940.0,9860
A20260629,30C,45.0,4.9,55702.0,9860
A20260630,30C,45.0,4.9,111005.0,9860
A20260631,30C,45.0,4.9,69785.0,9860
A20260632,30C,45.0,4.9,37175.0,9860
A20260633,30C,45.0,4.9,26247.0,9860
A20260634,30C,45.0,4.9,142520.0,9860
A20260635,30C,45.0,4.9,60480.0,9860
A20260636,30C,45.0,4.9,30045.0,9860
A20260637,30C,45.0,4.9,24955.0,9860
A20260638,30C,45.0,4.9,50100.0,9860
A20260639,30C,45.0,4.9,45070.0,9860
A20260640,30C,45.0,4.9,45070.0,9860
A20260641,30C,45.0,6.85,22150.0,9860
A20260642,30C,45.0,4.9,29032.0,9860
A20260643,30C,45.0,6.9,30735.0,9860
A20260644,30C,45.0,4.9,30735.0,9860
A20260645,30C,45.0,4.8,22291.0,9860
A20260646,30C,45.0,4.9,18280.0,9860
A20260647,30C,45.0,4.9,34882.0,9860
A20260648,30C,45.0,3.82,47677.0,9860
A20260649,30C,45.0,3.82,15383.0,9860
A20260650,30C,45.0,4.7,43160.0,9860
A20260651,30C,45.0,4.7,38945.0,9860
A20260652,30C,45.0,5.4,22278.0,9860
A20260653,30C,45.0,5.47,52973.0,9860
A20260654,30C,45.0,4.9,35376.0,9860
A20260655,30C,45.0,4.9,41720.0,9860
A20260656,30C,45.0,6.4,22748.0,9860
A20260657,30C,45.0,12.3,28455.0,9860
A20260658,30C,45.0,12.3,20543.0,9860
A20260659,30C,45.0,4.79,89430.0,9860
A20260660,30C,45.0,4.9,28915.0,9860
A20260661,30C,45.0,4.9,129719.0,9860
A20260662,30C,45.0,4.9,24955.0,9860
A20260663,30C,45.0,4.9,24985.0,9860
A20260664,30C,45.0,4.9,14995.0,9860
A20260665,30C,45.0,4.9,29970.0,9860
A20260666,30C,45.0,4.9,90080.0,9860
A20260667,30C,45.0,4.9,70040.0,9860
A20260668,30C,45.0,4.9,35020.0,9860
A20260669,30C,45.0,4.9,45020.0,9860
